call_id,timestamp,trade,handled_by,after_hours,duration_sec,booked,appointment_id
CALL-0755,2026-06-07T14:03,Plumbing,ai,yes,412,no,
CALL-0756,2026-05-06T13:55,Roofing,ai,no,57,yes,APPT-5350
CALL-0757,2026-05-03T18:00,HVAC,ai,yes,210,no,
CALL-0758,2026-05-12T11:46,HVAC,ai,no,424,no,
CALL-0759,2026-05-19T17:04,Garage Door,ai,no,173,yes,APPT-5351
CALL-0760,2026-05-11T17:26,Plumbing,ai,no,169,no,
CALL-0761,2026-05-30T13:51,Roofing,ai,yes,143,yes,APPT-5352
CALL-0762,2026-06-28T13:15,Roofing,ai,yes,259,no,
CALL-0763,2026-06-23T08:07,HVAC,ai,no,70,no,
CALL-0764,2026-05-09T16:49,Roofing,ai,yes,255,yes,APPT-5353
CALL-0765,2026-06-19T11:24,Roofing,ai,no,115,no,
CALL-0766,2026-05-27T14:38,Garage Door,human,no,267,yes,APPT-5354
CALL-0767,2026-06-08T20:41,HVAC,human,yes,212,yes,APPT-5355
CALL-0768,2026-05-18T22:56,Roofing,ai,yes,142,yes,APPT-5356
CALL-0769,2026-06-29T13:09,HVAC,ai,no,256,no,
CALL-0770,2026-05-31T13:43,Electrical,ai,yes,283,yes,APPT-5357
CALL-0771,2026-06-14T16:08,HVAC,ai,yes,419,no,
CALL-0772,2026-05-17T08:53,Garage Door,ai,yes,121,yes,APPT-5358
CALL-0773,2026-06-23T10:55,Roofing,ai,no,148,no,
CALL-0774,2026-06-05T16:41,Electrical,ai,no,438,yes,APPT-5359
CALL-0775,2026-06-22T17:05,Electrical,ai,no,269,yes,APPT-5360
CALL-0776,2026-05-23T14:50,Garage Door,ai,yes,254,no,
CALL-0777,2026-06-17T15:14,Garage Door,human,no,104,no,
CALL-0778,2026-06-11T11:10,Roofing,ai,no,119,yes,APPT-5361
CALL-0779,2026-05-12T17:30,Electrical,ai,no,429,no,
CALL-0780,2026-05-29T05:38,Roofing,ai,yes,308,no,
CALL-0781,2026-05-05T13:37,Roofing,ai,no,249,yes,APPT-5362
CALL-0782,2026-06-28T09:54,Roofing,ai,yes,428,no,
CALL-0783,2026-05-17T15:27,Garage Door,ai,yes,100,yes,APPT-5363
CALL-0784,2026-05-09T07:58,Electrical,ai,yes,435,yes,APPT-5364
CALL-0785,2026-06-27T13:29,Plumbing,ai,yes,175,no,
CALL-0786,2026-05-24T11:46,HVAC,ai,yes,429,yes,APPT-5365
CALL-0787,2026-06-29T14:48,HVAC,ai,no,205,yes,APPT-5366
CALL-0788,2026-05-24T12:37,Electrical,ai,yes,105,no,
CALL-0789,2026-05-19T12:02,Plumbing,ai,no,116,yes,APPT-5367
CALL-0790,2026-06-12T12:53,Garage Door,human,no,68,no,
CALL-0791,2026-05-26T13:19,Roofing,ai,no,261,no,
CALL-0792,2026-05-10T09:57,Electrical,ai,yes,204,yes,APPT-5368
CALL-0793,2026-05-17T08:02,HVAC,ai,yes,423,yes,APPT-5369
CALL-0794,2026-05-27T10:23,Plumbing,ai,no,331,no,
CALL-0795,2026-05-24T08:12,Electrical,human,yes,208,no,
CALL-0796,2026-05-01T11:02,Electrical,ai,no,451,no,
CALL-0797,2026-06-02T16:47,Electrical,ai,no,344,no,
CALL-0798,2026-06-12T15:08,HVAC,ai,no,354,yes,APPT-5370
CALL-0799,2026-06-24T01:46,Plumbing,ai,yes,310,no,
CALL-0800,2026-06-01T06:31,Plumbing,ai,yes,359,yes,APPT-5371
CALL-0801,2026-05-30T12:24,Plumbing,ai,yes,238,yes,APPT-5372
CALL-0802,2026-06-27T09:06,HVAC,ai,yes,302,no,
CALL-0803,2026-06-21T17:08,Electrical,human,yes,96,yes,APPT-5373
CALL-0804,2026-05-07T15:38,Electrical,ai,no,385,yes,APPT-5374
CALL-0805,2026-05-18T13:50,Roofing,ai,no,99,no,
CALL-0806,2026-05-25T17:31,Electrical,ai,no,254,no,
CALL-0807,2026-05-19T14:59,Electrical,ai,no,55,no,
CALL-0808,2026-06-08T13:19,Electrical,ai,no,355,no,
CALL-0809,2026-06-29T09:20,Roofing,ai,no,49,no,
CALL-0810,2026-06-20T15:10,Roofing,ai,yes,412,no,
CALL-0811,2026-06-24T18:38,Roofing,ai,yes,297,no,
CALL-0812,2026-05-05T21:22,Plumbing,ai,yes,78,no,
CALL-0813,2026-05-09T15:39,Electrical,ai,yes,83,yes,APPT-5375
CALL-0814,2026-05-07T08:26,Garage Door,ai,no,268,yes,APPT-5376
CALL-0815,2026-06-04T11:31,Plumbing,ai,no,155,yes,APPT-5377
CALL-0816,2026-06-11T14:02,Plumbing,ai,no,153,yes,APPT-5378
CALL-0817,2026-05-12T08:42,Roofing,ai,no,281,no,
CALL-0818,2026-05-09T09:11,Electrical,ai,yes,181,yes,APPT-5379
CALL-0819,2026-06-28T11:27,HVAC,ai,yes,206,no,
CALL-0820,2026-05-07T10:49,Garage Door,ai,no,248,yes,APPT-5380
CALL-0821,2026-05-09T00:37,HVAC,ai,yes,302,no,
CALL-0822,2026-05-30T14:52,Electrical,ai,yes,427,yes,APPT-5381
CALL-0823,2026-06-29T08:24,Plumbing,human,no,206,yes,APPT-5382
CALL-0824,2026-05-21T08:42,HVAC,ai,no,227,no,
CALL-0825,2026-05-31T15:38,Plumbing,ai,yes,84,no,
CALL-0826,2026-06-22T09:44,Roofing,ai,no,194,yes,APPT-5383
CALL-0827,2026-05-11T05:23,Plumbing,ai,yes,115,no,
CALL-0828,2026-05-08T15:48,Plumbing,ai,no,233,yes,APPT-5384
CALL-0829,2026-06-11T12:59,Electrical,ai,no,367,no,
CALL-0830,2026-06-17T13:05,Garage Door,ai,no,269,yes,APPT-5385
CALL-0831,2026-06-23T11:25,Electrical,ai,no,51,no,
CALL-0832,2026-05-01T14:50,Electrical,ai,no,78,yes,APPT-5386
CALL-0833,2026-05-16T08:35,Electrical,ai,yes,177,no,
CALL-0834,2026-05-31T12:27,Electrical,ai,yes,408,yes,APPT-5387
CALL-0835,2026-06-22T10:53,Electrical,ai,no,459,yes,APPT-5388
CALL-0836,2026-05-08T13:12,HVAC,ai,no,266,yes,APPT-5389
CALL-0837,2026-05-08T11:49,Garage Door,ai,no,412,yes,APPT-5390
CALL-0838,2026-06-19T18:54,Electrical,ai,yes,45,no,
CALL-0839,2026-05-28T12:21,Garage Door,ai,no,164,yes,APPT-5391
CALL-0840,2026-05-31T07:37,Garage Door,ai,yes,261,yes,APPT-5392
CALL-0841,2026-06-24T07:50,Plumbing,ai,yes,178,yes,APPT-5393
CALL-0842,2026-05-13T11:03,Electrical,ai,no,69,no,
CALL-0843,2026-06-04T09:36,Roofing,ai,no,58,yes,APPT-5394
CALL-0844,2026-06-14T13:42,Roofing,human,yes,218,yes,APPT-5395
CALL-0845,2026-06-28T12:16,Electrical,human,yes,149,no,
CALL-0846,2026-06-15T10:00,Electrical,ai,no,345,yes,APPT-5396
CALL-0847,2026-05-12T09:25,Roofing,ai,no,414,no,
CALL-0848,2026-06-04T16:50,Roofing,ai,no,164,no,
CALL-0849,2026-05-02T14:14,HVAC,ai,yes,309,yes,APPT-5397
CALL-0850,2026-06-11T16:19,Garage Door,ai,no,259,yes,APPT-5398
CALL-0851,2026-06-08T11:43,Electrical,ai,no,130,no,
CALL-0852,2026-06-28T10:35,HVAC,ai,yes,403,no,
CALL-0853,2026-05-29T18:49,Electrical,ai,yes,289,no,
CALL-0854,2026-05-13T08:00,Garage Door,ai,no,432,no,
CALL-0855,2026-05-01T17:39,HVAC,ai,no,476,no,
CALL-0856,2026-05-31T15:23,Roofing,ai,yes,444,yes,APPT-5399
CALL-0857,2026-05-23T09:29,HVAC,ai,yes,138,no,
CALL-0858,2026-05-30T13:01,Plumbing,ai,yes,117,yes,APPT-5400
CALL-0859,2026-06-27T16:09,Roofing,human,yes,335,no,
CALL-0860,2026-06-19T08:01,Garage Door,ai,no,152,yes,APPT-5401
CALL-0861,2026-05-22T11:11,Roofing,human,no,461,yes,APPT-5402
CALL-0862,2026-05-01T12:29,Plumbing,ai,no,216,no,
CALL-0863,2026-06-27T08:51,Electrical,ai,yes,351,no,
CALL-0864,2026-06-04T09:38,HVAC,human,no,414,yes,APPT-5403
CALL-0865,2026-05-05T17:56,HVAC,ai,no,156,no,
CALL-0866,2026-06-13T09:29,HVAC,human,yes,311,yes,APPT-5404
CALL-0867,2026-05-24T08:53,HVAC,ai,yes,108,yes,APPT-5405
CALL-0868,2026-06-16T14:05,Garage Door,human,no,73,no,
CALL-0869,2026-05-08T10:26,Plumbing,ai,no,97,no,
CALL-0870,2026-05-30T10:05,HVAC,ai,yes,155,no,
CALL-0871,2026-06-19T13:57,HVAC,ai,no,375,yes,APPT-5406
CALL-0872,2026-05-22T02:11,Roofing,human,yes,55,yes,APPT-5407
CALL-0873,2026-06-13T08:26,Garage Door,ai,yes,354,yes,APPT-5408
CALL-0874,2026-05-03T11:10,HVAC,ai,yes,477,yes,APPT-5409
CALL-0875,2026-06-25T12:19,Electrical,ai,no,237,yes,APPT-5410
CALL-0876,2026-05-14T09:55,HVAC,ai,no,55,no,
CALL-0877,2026-05-07T22:42,Garage Door,ai,yes,116,no,
CALL-0878,2026-06-07T09:01,HVAC,ai,yes,110,no,
CALL-0879,2026-05-14T10:42,Garage Door,ai,no,204,no,
CALL-0880,2026-06-20T10:16,Electrical,ai,yes,198,no,
CALL-0881,2026-06-23T10:18,Electrical,ai,no,457,yes,APPT-5411
CALL-0882,2026-05-25T12:22,Roofing,ai,no,345,no,
CALL-0883,2026-05-07T07:31,HVAC,ai,yes,441,no,
CALL-0884,2026-05-23T17:42,Electrical,ai,yes,168,no,
CALL-0885,2026-06-13T13:01,Electrical,ai,yes,123,yes,APPT-5412
CALL-0886,2026-06-26T14:10,Garage Door,ai,no,238,yes,APPT-5413
CALL-0887,2026-05-14T09:32,Roofing,ai,no,409,yes,APPT-5414
CALL-0888,2026-05-05T09:47,HVAC,ai,no,71,yes,APPT-5415
CALL-0889,2026-06-16T16:26,Garage Door,ai,no,102,no,
CALL-0890,2026-06-14T14:45,Roofing,ai,yes,45,no,
CALL-0891,2026-06-12T08:15,Plumbing,ai,no,347,yes,APPT-5416
CALL-0892,2026-05-31T16:15,Roofing,ai,yes,309,yes,APPT-5417
CALL-0893,2026-05-27T10:31,Roofing,ai,no,435,yes,APPT-5418
CALL-0894,2026-05-17T22:02,HVAC,ai,yes,341,yes,APPT-5419
CALL-0895,2026-05-24T12:53,Roofing,ai,yes,238,no,
CALL-0896,2026-06-20T09:00,Plumbing,ai,yes,183,yes,APPT-5420
CALL-0897,2026-06-19T16:39,Electrical,ai,no,127,no,
CALL-0898,2026-06-25T10:12,Garage Door,ai,no,216,yes,APPT-5421
CALL-0899,2026-06-12T16:19,Roofing,ai,no,153,yes,APPT-5422
CALL-0900,2026-05-09T08:00,Plumbing,ai,yes,380,no,
CALL-0901,2026-05-23T08:09,Garage Door,human,yes,439,yes,APPT-5423
CALL-0902,2026-05-27T22:36,Plumbing,ai,yes,61,yes,APPT-5424
CALL-0903,2026-06-21T08:23,Plumbing,human,yes,144,no,
CALL-0904,2026-05-29T09:27,Roofing,ai,no,196,yes,APPT-5425
CALL-0905,2026-05-31T04:07,Plumbing,ai,yes,288,no,
CALL-0906,2026-06-20T08:40,Plumbing,ai,yes,236,no,
CALL-0907,2026-06-23T11:59,Roofing,ai,no,451,yes,APPT-5426
CALL-0908,2026-06-13T09:28,Plumbing,human,yes,57,no,
CALL-0909,2026-05-23T17:31,Electrical,ai,yes,65,no,
CALL-0910,2026-05-08T15:26,HVAC,ai,no,445,yes,APPT-5427
CALL-0911,2026-06-19T09:08,Roofing,ai,no,434,no,
CALL-0912,2026-05-01T15:06,Roofing,ai,no,108,no,
CALL-0913,2026-05-06T08:54,Electrical,ai,no,86,no,
CALL-0914,2026-06-12T14:24,Electrical,ai,no,338,yes,APPT-5428
CALL-0915,2026-05-13T12:04,Garage Door,ai,no,308,yes,APPT-5429
CALL-0916,2026-05-02T07:51,Garage Door,ai,yes,420,yes,APPT-5430
CALL-0917,2026-05-04T08:32,Roofing,ai,no,211,yes,APPT-5431
CALL-0918,2026-06-22T08:52,HVAC,ai,no,120,yes,APPT-5432
CALL-0919,2026-06-28T03:56,Electrical,human,yes,84,no,
CALL-0920,2026-05-09T15:06,Electrical,ai,yes,56,no,
CALL-0921,2026-06-07T09:28,Garage Door,ai,yes,408,yes,APPT-5433
CALL-0922,2026-05-15T10:57,Plumbing,ai,no,252,no,
CALL-0923,2026-05-11T23:20,Plumbing,ai,yes,129,yes,APPT-5434
CALL-0924,2026-05-06T08:00,Garage Door,ai,no,153,yes,APPT-5435
CALL-0925,2026-05-09T15:02,Plumbing,ai,yes,252,no,
CALL-0926,2026-05-18T10:38,Roofing,ai,no,93,yes,APPT-5436
CALL-0927,2026-06-09T13:04,Roofing,ai,no,471,yes,APPT-5437
CALL-0928,2026-05-19T16:09,Garage Door,ai,no,321,yes,APPT-5438
CALL-0929,2026-06-12T15:38,Plumbing,ai,no,237,yes,APPT-5439
CALL-0930,2026-05-08T18:06,HVAC,human,yes,307,no,
CALL-0931,2026-05-21T15:49,Electrical,ai,no,172,no,
CALL-0932,2026-05-12T16:48,HVAC,ai,no,399,yes,APPT-5440
CALL-0933,2026-05-16T11:15,HVAC,ai,yes,190,no,
CALL-0934,2026-05-03T11:27,Garage Door,ai,yes,295,yes,APPT-5441
CALL-0935,2026-06-20T14:39,Roofing,ai,yes,135,no,
CALL-0936,2026-06-22T08:16,Roofing,human,no,175,yes,APPT-5442
CALL-0937,2026-05-29T00:54,Garage Door,ai,yes,164,no,
CALL-0938,2026-06-28T11:02,HVAC,ai,yes,212,no,
CALL-0939,2026-06-21T15:09,Plumbing,ai,yes,384,no,
CALL-0940,2026-06-23T19:46,Garage Door,ai,yes,170,yes,APPT-5443
